TimeInterval,GantryFrom,GantryTo,VehicleType,TravelTime,TrafficFlow,SpaceMeanSpeed
2023/12/27 11:10,01F0532S,01F0557S,42,111,46,79
2023/08/24 15:45,01F0557S,01F0578S,31,135,156,54
2023/03/12 10:35,01F0880S,01F0928S,5,209,6,81
2023/11/15 03:00,01F0376S,01F0413S,42,149,7,86
2023/08/29 16:30,01F0699S,01F0750S,42,203,14,88
2023/02/28 10:30,01F0750S,01F0880S,42,494,9,93
2023/09/06 09:00,01F0467S,01F0492S,5,104,30,86
2023/05/29 05:40,01F0492S,01F0511S,5,73,6,91
2023/11/22 21:15,01F0557S,01F0578S,32,84,28,90
2023/09/04 16:30,01F0264S,01F0293S,41,113,9,90
2023/06/26 07:50,01F0413S,01F0467S,31,190,199,100
2023/01/06 00:35,01F0750S,01F0880S,31,431,50,108
2023/11/22 07:40,01F0633S,01F0664S,5,138,10,79
2023/12/12 22:35,01F0492S,01F0511S,32,67,19,100
2023/12/31 18:45,01F0664S,01F0681S,31,63,165,93
2023/11/23 02:30,01F0750S,01F0880S,31,442,25,104
2023/09/21 23:20,01F0699S,01F0750S,32,176,11,100
2023/07/31 23:45,01F0532S,01F0557S,41,103,3,86
2023/01/01 11:20,01F0511S,01F0532S,31,79,236,93
2023/04/22 00:15,01F0532S,01F0557S,5,101,10,86
2023/08/27 21:30,01F0633S,01F0664S,41,120,2,91
2023/02/10 10:45,01F0950S,01F0980S,31,120,203,90
2023/11/24 18:20,01F0376S,01F0413S,42,219,4,59
2023/02/07 02:30,01F0950S,01F0980S,31,98,23,108
2023/02/17 14:20,01F0492S,01F0511S,42,81,28,82
2023/09/09 04:55,01F0880S,01F0928S,41,181,2,93
2023/11/26 17:25,01F0699S,01F0750S,42,210,3,86
2023/10/27 01:05,01F0339S,01F0376S,5,153,8,86
2023/04/27 07:30,01F0511S,01F0532S,32,475,90,14
2023/11/24 04:40,01F0264S,01F0293S,31,102,37,100
2023/01/30 17:00,01F0950S,01F0980S,41,121,4,86
2023/01/10 06:05,01F0557S,01F0578S,41,83,1,90
2023/11/26 07:55,01F0750S,01F0880S,42,525,5,86
2023/08/12 06:00,01F0376S,01F0413S,42,204,9,64
2023/10/19 19:45,01F0880S,01F0928S,41,200,8,84
2023/07/04 02:00,01F0492S,01F0511S,31,66,21,100
2023/05/27 13:25,01F0467S,01F0492S,31,90,211,97
2023/07/05 22:45,01F0532S,01F0557S,31,106,122,82
2023/11/27 06:35,01F0492S,01F0511S,5,77,15,86
2023/04/12 03:00,01F0467S,01F0492S,31,85,26,104
2023/02/28 19:05,01F0293S,01F0339S,5,200,1,82
2023/12/10 07:40,01F0699S,01F0750S,31,178,132,100
2023/10/10 04:15,01F0880S,01F0928S,31,172,30,97
2023/06/08 05:00,01F0578S,01F0633S,42,225,15,86
2023/10/04 00:50,01F0413S,01F0467S,42,202,11,93
2023/04/02 00:25,01F0293S,01F0339S,31,157,86,104
2023/03/29 21:10,01F0532S,01F0557S,31,97,222,90
2023/06/23 12:00,01F0557S,01F0578S,31,81,184,90
2023/07/17 14:05,01F0511S,01F0532S,31,91,167,82
2023/05/02 15:05,01F0511S,01F0532S,31,87,172,86
2023/12/17 21:00,01F0376S,01F0413S,42,173,3,75
2023/10/04 02:45,01F0557S,01F0578S,42,79,11,93
2023/02/17 18:45,01F0950S,01F0980S,42,147,7,72
2023/05/11 16:10,01F0950S,01F0980S,41,127,3,82
2023/11/18 05:40,01F0578S,01F0633S,5,214,4,90
2023/10/02 07:00,01F0699S,01F0750S,41,294,2,61
2023/02/14 19:00,01F0750S,01F0880S,42,511,10,90
2023/02/06 03:50,01F0467S,01F0492S,5,105,4,84
2023/02/19 16:05,01F0293S,01F0339S,41,193,8,84
2023/07/12 07:15,01F0376S,01F0413S,42,198,6,64
2023/10/31 10:00,01F0750S,01F0880S,42,524,17,86
2023/04/01 15:55,01F0413S,01F0467S,41,221,3,86
2023/11/27 09:55,01F0750S,01F0880S,41,588,5,79
2023/03/29 00:20,01F0750S,01F0880S,5,534,17,86
2023/04/06 05:35,01F0511S,01F0532S,32,80,13,93
2023/09/23 16:15,01F0339S,01F0376S,5,193,6,66
2023/06/21 00:40,01F0376S,01F0413S,42,164,11,79
2023/11/07 02:20,01F0664S,01F0681S,31,58,16,104
2023/10/24 19:35,01F0376S,01F0413S,31,315,191,39
2023/07/09 21:10,01F0467S,01F0492S,41,93,1,93
2023/04/11 08:15,01F0511S,01F0532S,5,190,15,39
2023/11/27 10:45,01F0413S,01F0467S,42,235,20,81
2023/09/07 16:35,01F0750S,01F0880S,5,505,10,90
2023/06/10 11:10,01F0699S,01F0750S,42,194,11,93
2023/11/02 04:35,01F0880S,01F0928S,32,169,12,99
2023/08/23 08:50,01F0264S,01F0293S,42,114,17,90
2023/04/08 06:50,01F0664S,01F0681S,32,62,43,97
2023/02/19 18:30,01F0511S,01F0532S,41,87,8,84
2023/10/14 17:50,01F0664S,01F0681S,42,69,7,86
2023/08/12 13:10,01F0264S,01F0293S,42,122,14,82
2023/10/01 20:00,01F0681S,01F0699S,42,75,3,86
2023/03/29 16:45,01F0880S,01F0928S,5,294,10,57
2023/03/07 19:40,01F0413S,01F0467S,42,210,7,90
2023/01/29 16:55,01F0293S,01F0339S,32,188,41,86
2023/05/13 15:20,01F0950S,01F0980S,41,181,8,57
2023/03/29 18:20,01F0633S,01F0664S,5,179,6,59
2023/04/25 09:10,01F0511S,01F0532S,31,90,163,82
2023/02/19 13:35,01F0557S,01F0578S,31,80,217,93
2023/10/11 17:20,01F0532S,01F0557S,41,217,5,39
2023/09/02 13:25,01F0293S,01F0339S,32,177,59,90
2023/02/14 22:45,01F0928S,01F0950S,5,86,11,90
2023/06/29 14:00,01F0880S,01F0928S,5,277,16,61
2023/11/29 23:25,01F0880S,01F0928S,32,169,13,100
2023/09/09 06:30,01F0511S,01F0532S,32,76,22,97
2023/08/14 21:05,01F0264S,01F0293S,42,111,7,93
2023/05/27 00:05,01F0264S,01F0293S,32,106,17,97
2023/03/31 13:10,01F0699S,01F0750S,41,213,4,84
2023/09/18 03:30,01F0532S,01F0557S,5,99,3,90
2023/04/07 22:55,01F0750S,01F0880S,32,460,21,100
2023/10/13 16:05,01F0264S,01F0293S,5,117,12,86
2023/02/18 01:05,01F0681S,01F0699S,42,71,14,90
2023/02/05 15:35,01F0633S,01F0664S,32,137,41,79
2023/08/04 08:10,01F0699S,01F0750S,5,215,16,82
2023/12/04 07:35,01F0699S,01F0750S,31,216,204,82
2023/01/15 05:15,01F0681S,01F0699S,32,73,12,88
2023/08/24 04:20,01F0511S,01F0532S,5,88,6,82
2023/11/19 23:30,01F0928S,01F0950S,5,91,13,86
2023/08/24 19:15,01F0264S,01F0293S,41,114,11,90
2023/02/02 01:55,01F0633S,01F0664S,42,117,18,93
2023/08/19 01:45,01F0413S,01F0467S,32,193,13,97
2023/05/07 21:20,01F0699S,01F0750S,5,307,7,57
2023/03/15 03:30,01F0339S,01F0376S,41,0,0,0
2023/09/08 12:20,01F0264S,01F0293S,41,122,9,82
2023/06/03 00:30,01F0557S,01F0578S,31,75,55,100
2023/08/02 09:45,01F0633S,01F0664S,41,0,0,0
2023/03/24 20:45,01F0339S,01F0376S,42,161,9,79
2023/10/08 04:40,01F0511S,01F0532S,32,66,5,111
2023/12/14 01:25,01F0532S,01F0557S,31,92,41,97
2023/09/12 08:00,01F0413S,01F0467S,5,222,10,86
2023/06/12 08:05,01F0950S,01F0980S,31,121,152,86
2023/07/22 17:30,01F0511S,01F0532S,41,92,2,81
2023/09/30 20:00,01F0681S,01F0699S,31,70,113,90
2023/03/23 14:50,01F0339S,01F0376S,31,159,287,82
2023/05/16 02:30,01F0928S,01F0950S,32,74,2,104
2023/05/08 06:05,01F0467S,01F0492S,42,100,7,90
2023/07/05 23:20,01F0511S,01F0532S,42,89,14,82
2023/04/18 23:35,01F0928S,01F0950S,42,85,11,90
2023/07/10 11:45,01F0950S,01F0980S,5,125,28,86
2023/07/19 20:20,01F0699S,01F0750S,42,195,11,93
2023/06/26 02:05,01F0880S,01F0928S,32,152,3,111
2023/06/12 19:25,01F0699S,01F0750S,41,192,2,93
2023/08/01 17:20,01F0339S,01F0376S,5,204,6,63
2023/05/07 18:10,01F0699S,01F0750S,5,213,1,82
2023/08/05 14:35,01F0264S,01F0293S,31,113,282,90
2023/10/05 05:05,01F0264S,01F0293S,32,110,12,91
2023/09/04 23:00,01F0950S,01F0980S,41,113,5,93
2023/12/09 17:40,01F0467S,01F0492S,32,98,76,90
2023/11/29 03:40,01F0578S,01F0633S,32,196,3,100
2023/08/05 20:15,01F0467S,01F0492S,31,94,192,93
2023/10/09 13:25,01F0293S,01F0339S,32,174,41,93
2023/09/18 09:50,01F0413S,01F0467S,31,202,145,93
2023/11/01 10:15,01F0578S,01F0633S,31,348,113,54
2023/12/08 19:40,01F0293S,01F0339S,31,249,273,64
2023/02/05 03:35,01F0293S,01F0339S,5,196,2,82
2023/04/24 17:40,01F0376S,01F0413S,42,217,7,61
2023/11/27 01:30,01F0880S,01F0928S,41,184,1,93
2023/05/08 02:55,01F0578S,01F0633S,5,238,4,82
2023/11/16 23:05,01F0950S,01F0980S,42,122,17,86
2023/04/23 18:55,01F0578S,01F0633S,31,211,132,91
2023/12/19 18:00,01F0492S,01F0511S,41,93,7,72
2023/09/20 04:20,01F0376S,01F0413S,32,158,14,82
2023/05/13 13:15,01F0557S,01F0578S,42,96,12,77
2023/02/01 01:30,01F0264S,01F0293S,5,114,6,90
2023/09/09 03:30,01F0339S,01F0376S,5,171,7,75
2023/12/30 08:25,01F0681S,01F0699S,32,70,32,90
2023/11/03 21:15,01F0413S,01F0467S,5,213,8,90
2023/05/06 13:10,01F0633S,01F0664S,41,136,1,79
2023/03/15 07:00,01F0413S,01F0467S,31,192,186,100
2023/07/17 17:50,01F0557S,01F0578S,31,189,202,39
2023/01/17 08:10,01F0413S,01F0467S,5,223,11,86
2023/10/02 02:05,01F0376S,01F0413S,41,177,1,72
2023/01/30 17:50,01F0664S,01F0681S,32,66,41,90
2023/05/26 00:10,01F0681S,01F0699S,42,74,13,86
2023/10/13 12:50,01F0950S,01F0980S,42,123,27,86
2023/12/08 01:50,01F0681S,01F0699S,31,65,9,97
2023/04/09 09:35,01F0339S,01F0376S,31,139,314,93
2023/01/27 10:05,01F0950S,01F0980S,41,0,0,0
2023/11/05 04:45,01F0633S,01F0664S,42,142,3,75
2023/01/02 00:15,01F0557S,01F0578S,5,84,2,88
2023/04/29 16:35,01F0880S,01F0928S,41,272,8,61
2023/02/15 11:05,01F0413S,01F0467S,5,250,14,75
2023/08/05 14:30,01F0699S,01F0750S,32,190,49,93
2023/12/23 05:05,01F0293S,01F0339S,42,183,3,90
2023/02/24 17:05,01F0633S,01F0664S,31,123,121,90
2023/02/04 09:30,01F0880S,01F0928S,32,264,78,64
2023/02/01 07:20,01F0467S,01F0492S,42,101,14,88
2023/08/05 08:35,01F0376S,01F0413S,41,159,11,82
2023/04/10 06:50,01F0557S,01F0578S,31,92,231,79
2023/07/18 15:40,01F0880S,01F0928S,32,252,77,68
2023/04/12 12:40,01F0492S,01F0511S,41,73,4,91
2023/10/28 19:20,01F0532S,01F0557S,31,100,218,90
2023/12/31 08:35,01F0376S,01F0413S,5,187,1,68
2023/04/28 07:55,01F0557S,01F0578S,5,194,12,36
2023/12/28 14:10,01F0557S,01F0578S,32,103,75,72
2023/07/11 20:05,01F0578S,01F0633S,42,228,23,86
2023/01/22 04:45,01F0633S,01F0664S,5,0,0,0
2023/12/11 00:05,01F0633S,01F0664S,32,108,6,100
2023/08/31 12:50,01F0293S,01F0339S,42,248,14,64
2023/06/01 02:05,01F0492S,01F0511S,41,0,0,0
2023/08/06 15:45,01F0467S,01F0492S,31,93,225,93
2023/08/14 08:50,01F0511S,01F0532S,41,108,4,68
2023/11/10 23:25,01F0950S,01F0980S,31,105,83,100
2023/05/19 20:45,01F0511S,01F0532S,31,79,164,93
2023/04/06 14:45,01F0339S,01F0376S,32,153,136,86
2023/07/08 08:10,01F0557S,01F0578S,41,100,9,75
2023/09/09 12:35,01F0681S,01F0699S,31,68,114,93
2023/11/30 12:25,01F0339S,01F0376S,41,161,11,79
2023/09/19 22:55,01F0413S,01F0467S,5,218,4,88
2023/07/11 20:15,01F0293S,01F0339S,31,178,216,90
2023/11/09 15:05,01F0264S,01F0293S,5,120,32,86
2023/10/04 22:55,01F0467S,01F0492S,41,103,1,86
2023/02/15 09:15,01F0664S,01F0681S,5,72,29,82
2023/10/20 00:25,01F0664S,01F0681S,42,64,22,93
2023/06/25 22:20,01F0293S,01F0339S,42,186,3,86
2023/01/06 06:05,01F0681S,01F0699S,41,71,2,90
2023/08/01 15:50,01F0880S,01F0928S,31,189,183,90
2023/03/26 06:45,01F0492S,01F0511S,42,70,7,97
2023/03/21 21:05,01F0264S,01F0293S,5,119,6,86
2023/11/27 08:00,01F0578S,01F0633S,41,344,1,54
2023/08/22 09:15,01F0578S,01F0633S,32,325,71,57
2023/04/13 07:25,01F0578S,01F0633S,32,257,43,75
2023/05/28 23:50,01F0264S,01F0293S,41,115,2,90
2023/03/18 23:15,01F0293S,01F0339S,42,200,1,82
2023/08/23 09:05,01F0264S,01F0293S,42,126,23,82
2023/07/26 12:20,01F0928S,01F0950S,5,92,26,82
2023/06/12 11:00,01F0578S,01F0633S,31,218,104,90
2023/06/02 16:05,01F0413S,01F0467S,41,222,3,86
2023/08/24 16:25,01F0339S,01F0376S,31,158,334,82
2023/01/12 04:50,01F0264S,01F0293S,32,110,8,93
2023/03/07 12:10,01F0264S,01F0293S,42,113,26,90
2023/09/02 11:20,01F0928S,01F0950S,42,194,13,39
2023/04/20 15:20,01F0264S,01F0293S,5,126,17,82
2023/12/19 07:05,01F0950S,01F0980S,31,113,116,93
2023/04/05 19:05,01F0413S,01F0467S,32,201,36,93
2023/02/05 12:25,01F0557S,01F0578S,41,83,3,90
2023/01/26 11:15,01F0467S,01F0492S,31,91,275,97
2023/01/06 10:10,01F0376S,01F0413S,5,213,16,61
2023/07/03 09:55,01F0880S,01F0928S,5,260,29,64
2023/04/23 01:45,01F0699S,01F0750S,5,192,3,93
2023/11/09 12:05,01F0681S,01F0699S,41,72,1,90
2023/04/22 04:05,01F0413S,01F0467S,41,205,1,93
2023/01/26 14:10,01F0633S,01F0664S,31,118,182,93
2023/03/21 18:10,01F0750S,01F0880S,31,480,184,97
2023/08/15 12:40,01F0750S,01F0880S,32,501,57,90
2023/12/09 06:15,01F0467S,01F0492S,42,103,15,86
2023/10/10 04:30,01F0681S,01F0699S,5,79,11,79
2023/04/13 20:15,01F0699S,01F0750S,32,179,20,100
2023/06/23 08:35,01F0339S,01F0376S,5,161,9,79
2023/05/19 22:55,01F0532S,01F0557S,32,90,17,97
2023/12/03 05:15,01F0928S,01F0950S,41,0,0,0
2023/05/19 02:45,01F0578S,01F0633S,42,225,11,86
2023/11/14 00:25,01F0532S,01F0557S,5,97,13,90
2023/09/07 14:45,01F0376S,01F0413S,41,232,5,54
2023/07/09 09:20,01F0376S,01F0413S,42,188,7,68
2023/08/25 02:25,01F0950S,01F0980S,5,124,20,86
2023/02/06 03:55,01F0750S,01F0880S,31,454,24,102
2023/01/17 14:45,01F0681S,01F0699S,5,78,17,82
2023/11/04 13:25,01F0532S,01F0557S,31,99,254,90
2023/01/21 03:55,01F0699S,01F0750S,32,178,21,100
2023/04/05 17:55,01F0880S,01F0928S,32,181,43,93
2023/06/02 06:05,01F0264S,01F0293S,31,100,105,104
2023/01/06 23:25,01F0532S,01F0557S,31,92,111,97
2023/01/19 11:05,01F0467S,01F0492S,41,97,4,91
2023/03/30 14:40,01F0578S,01F0633S,32,252,69,75
2023/01/11 19:15,01F0681S,01F0699S,41,79,3,79
2023/04/03 12:55,01F0664S,01F0681S,5,71,5,82
2023/12/21 15:35,01F0750S,01F0880S,41,535,5,86
2023/12/31 15:35,01F0699S,01F0750S,31,187,187,97
2023/01/31 15:40,01F0880S,01F0928S,31,176,172,97
2023/05/02 18:40,01F0880S,01F0928S,41,212,9,79
2023/12/26 09:05,01F0492S,01F0511S,31,70,157,97
2023/03/08 07:35,01F0532S,01F0557S,32,296,83,28
2023/12/25 16:25,01F0750S,01F0880S,5,783,11,57
2023/01/05 14:55,01F0511S,01F0532S,42,96,20,75
2023/04/11 00:20,01F0293S,01F0339S,41,176,1,93
2023/08/05 03:20,01F0750S,01F0880S,5,512,10,90
2023/09/22 00:15,01F0264S,01F0293S,32,104,11,97
2023/08/11 11:40,01F0928S,01F0950S,5,94,13,82
2023/06/07 06:05,01F0376S,01F0413S,32,141,34,93
2023/07/08 12:35,01F0950S,01F0980S,42,246,8,43
2023/08/19 11:05,01F0339S,01F0376S,31,187,370,68
2023/11/13 14:00,01F0532S,01F0557S,42,121,46,72
2023/08/31 21:15,01F0293S,01F0339S,41,188,3,86
2023/08/30 18:40,01F0532S,01F0557S,32,105,42,82
2023/03/06 00:45,01F0681S,01F0699S,41,68,1,93
2023/06/24 14:00,01F0950S,01F0980S,31,120,231,90
2023/01/29 17:45,01F0681S,01F0699S,42,0,0,0
2023/02/14 12:40,01F0880S,01F0928S,31,182,168,93
2023/06/13 09:10,01F0532S,01F0557S,5,258,24,32
2023/03/05 09:50,01F0492S,01F0511S,41,69,3,97
2023/12/15 04:30,01F0928S,01F0950S,32,79,10,97
2023/04/15 15:00,01F0376S,01F0413S,31,150,243,86
2023/03/22 04:15,01F0413S,01F0467S,32,205,9,93
2023/11/11 23:45,01F0950S,01F0980S,31,101,84,104
2023/12/22 11:45,01F0578S,01F0633S,32,269,53,72
2023/10/01 17:15,01F0532S,01F0557S,31,119,297,75
2023/10/12 23:50,01F0264S,01F0293S,41,110,3,93
2023/11/05 02:15,01F0511S,01F0532S,41,74,2,99
2023/01/28 09:45,01F0750S,01F0880S,5,576,3,79
2023/04/08 18:25,01F0264S,01F0293S,42,119,7,86
2023/02/25 07:15,01F0293S,01F0339S,41,169,7,97
2023/08/14 08:35,01F0633S,01F0664S,32,129,70,84
2023/08/15 00:15,01F0467S,01F0492S,41,92,1,97
2023/06/13 11:45,01F0750S,01F0880S,41,582,3,79
2023/04/30 01:50,01F0492S,01F0511S,42,70,8,95
2023/06/27 16:40,01F0376S,01F0413S,42,220,16,57
2023/08/27 19:40,01F0750S,01F0880S,42,572,1,79
2023/01/11 13:30,01F0699S,01F0750S,32,188,48,95
2023/05/28 13:05,01F0492S,01F0511S,42,67,4,99
2023/02/05 04:50,01F0339S,01F0376S,32,139,23,93
2023/12/18 19:00,01F0557S,01F0578S,5,91,7,82
2023/07/31 09:25,01F0664S,01F0681S,31,62,147,97
2023/06/04 12:35,01F0467S,01F0492S,42,101,3,86
2023/06/08 12:50,01F0511S,01F0532S,31,81,188,90
2023/12/13 02:05,01F0578S,01F0633S,5,213,17,90
2023/02/13 05:45,01F0557S,01F0578S,41,82,1,90
2023/09/29 03:05,01F0557S,01F0578S,5,86,4,86
2023/01/17 00:05,01F0633S,01F0664S,31,110,30,100
2023/09/24 10:45,01F0880S,01F0928S,5,214,4,79
2023/12/26 20:05,01F0699S,01F0750S,41,0,0,0
2023/10/10 20:55,01F0557S,01F0578S,41,0,0,0
2023/10/20 14:25,01F0633S,01F0664S,5,161,16,68
2023/11/25 17:50,01F0880S,01F0928S,32,239,43,72
2023/08/31 16:45,01F0376S,01F0413S,31,170,173,75
2023/03/21 17:35,01F0578S,01F0633S,32,347,35,54
2023/08/29 10:40,01F0532S,01F0557S,5,116,25,75
2023/08/17 21:30,01F0376S,01F0413S,32,155,26,84
2023/08/14 04:40,01F0492S,01F0511S,41,0,0,0
2023/08/07 23:50,01F0264S,01F0293S,41,114,2,90
2023/05/12 13:55,01F0339S,01F0376S,31,165,309,79
2023/02/26 20:55,01F0339S,01F0376S,31,152,377,86
2023/06/15 16:00,01F0950S,01F0980S,42,122,21,86
2023/05/04 05:50,01F0511S,01F0532S,42,85,14,86
2023/11/16 22:05,01F0376S,01F0413S,42,179,7,72
2023/03/24 09:35,01F0880S,01F0928S,41,229,10,73
2023/03/02 19:25,01F0578S,01F0633S,5,277,12,70
2023/10/06 21:15,01F0264S,01F0293S,5,120,11,86
2023/07/17 22:05,01F0699S,01F0750S,41,0,0,0
2023/09/20 18:45,01F0467S,01F0492S,32,97,47,90
2023/12/14 19:20,01F0880S,01F0928S,42,191,4,90
2023/11/25 02:35,01F0750S,01F0880S,5,536,15,86
